,Numbers,Probabilities
3072,"(2, 4, 6, 8, 17, 19, 35)",0.04066176934280965
3071,"(2, 4, 6, 8, 17, 19, 31)",0.04066176934280965
3070,"(2, 4, 6, 8, 17, 19, 27)",0.04066176934280965
3069,"(2, 4, 6, 8, 17, 19, 25)",0.04066176934280965
3068,"(2, 4, 6, 8, 17, 19, 23)",0.04066176934280965
3067,"(2, 4, 6, 8, 17, 19, 21)",0.04066176934280965
3074,"(2, 4, 6, 8, 17, 21, 25)",0.04066176934280965
3833,"(2, 6, 8, 10, 17, 21, 35)",0.04066176934280965
3223,"(2, 4, 6, 12, 17, 25, 31)",0.04066176934280965
3225,"(2, 4, 6, 12, 17, 27, 31)",0.04066176934280965
3552,"(2, 4, 10, 12, 17, 21, 31)",0.04066176934280965
3551,"(2, 4, 10, 12, 17, 21, 27)",0.04066176934280965
3550,"(2, 4, 10, 12, 17, 21, 25)",0.04066176934280965
3549,"(2, 4, 10, 12, 17, 21, 23)",0.04066176934280965
3548,"(2, 4, 10, 12, 17, 19, 35)",0.04066176934280965
3547,"(2, 4, 10, 12, 17, 19, 31)",0.04066176934280965
3546,"(2, 4, 10, 12, 17, 19, 27)",0.04066176934280965
3545,"(2, 4, 10, 12, 17, 19, 25)",0.04066176934280965
3544,"(2, 4, 10, 12, 17, 19, 23)",0.04066176934280965
3543,"(2, 4, 10, 12, 17, 19, 21)",0.04066176934280965
3437,"(2, 4, 8, 12, 17, 31, 35)",0.04066176934280965
3436,"(2, 4, 8, 12, 17, 27, 35)",0.04066176934280965
3435,"(2, 4, 8, 12, 17, 27, 31)",0.04066176934280965
3434,"(2, 4, 8, 12, 17, 25, 35)",0.04066176934280965
3433,"(2, 4, 8, 12, 17, 25, 31)",0.04066176934280965
3553,"(2, 4, 10, 12, 17, 21, 35)",0.04066176934280965
3554,"(2, 4, 10, 12, 17, 23, 25)",0.04066176934280965
3555,"(2, 4, 10, 12, 17, 23, 27)",0.04066176934280965
3556,"(2, 4, 10, 12, 17, 23, 31)",0.04066176934280965
3831,"(2, 6, 8, 10, 17, 21, 27)",0.04066176934280965
3830,"(2, 6, 8, 10, 17, 21, 25)",0.04066176934280965
3829,"(2, 6, 8, 10, 17, 21, 23)",0.04066176934280965
3828,"(2, 6, 8, 10, 17, 19, 35)",0.04066176934280965
3827,"(2, 6, 8, 10, 17, 19, 31)",0.04066176934280965
3826,"(2, 6, 8, 10, 17, 19, 27)",0.04066176934280965
3825,"(2, 6, 8, 10, 17, 19, 25)",0.04066176934280965
3432,"(2, 4, 8, 12, 17, 25, 27)",0.04066176934280965
3824,"(2, 6, 8, 10, 17, 19, 23)",0.04066176934280965
3563,"(2, 4, 10, 12, 17, 31, 35)",0.04066176934280965
3562,"(2, 4, 10, 12, 17, 27, 35)",0.04066176934280965
3561,"(2, 4, 10, 12, 17, 27, 31)",0.04066176934280965
3560,"(2, 4, 10, 12, 17, 25, 35)",0.04066176934280965
3559,"(2, 4, 10, 12, 17, 25, 31)",0.04066176934280965
3558,"(2, 4, 10, 12, 17, 25, 27)",0.04066176934280965
3557,"(2, 4, 10, 12, 17, 23, 35)",0.04066176934280965
3823,"(2, 6, 8, 10, 17, 19, 21)",0.04066176934280965
3224,"(2, 4, 6, 12, 17, 25, 35)",0.04066176934280965
3431,"(2, 4, 8, 12, 17, 23, 35)",0.04066176934280965
3429,"(2, 4, 8, 12, 17, 23, 27)",0.04066176934280965
3373,"(2, 4, 8, 10, 17, 23, 27)",0.04066176934280965
3372,"(2, 4, 8, 10, 17, 23, 25)",0.04066176934280965
3371,"(2, 4, 8, 10, 17, 21, 35)",0.04066176934280965
3370,"(2, 4, 8, 10, 17, 21, 31)",0.04066176934280965
3369,"(2, 4, 8, 10, 17, 21, 27)",0.04066176934280965
3368,"(2, 4, 8, 10, 17, 21, 25)",0.04066176934280965
3367,"(2, 4, 8, 10, 17, 21, 23)",0.04066176934280965
3366,"(2, 4, 8, 10, 17, 19, 35)",0.04066176934280965
3365,"(2, 4, 8, 10, 17, 19, 31)",0.04066176934280965
3364,"(2, 4, 8, 10, 17, 19, 27)",0.04066176934280965
3363,"(2, 4, 8, 10, 17, 19, 25)",0.04066176934280965
3362,"(2, 4, 8, 10, 17, 19, 23)",0.04066176934280965
3361,"(2, 4, 8, 10, 17, 19, 21)",0.04066176934280965
3227,"(2, 4, 6, 12, 17, 31, 35)",0.04066176934280965
3226,"(2, 4, 6, 12, 17, 27, 35)",0.04066176934280965
3374,"(2, 4, 8, 10, 17, 23, 31)",0.04066176934280965
3375,"(2, 4, 8, 10, 17, 23, 35)",0.04066176934280965
3376,"(2, 4, 8, 10, 17, 25, 27)",0.04066176934280965
3377,"(2, 4, 8, 10, 17, 25, 31)",0.04066176934280965
3428,"(2, 4, 8, 12, 17, 23, 25)",0.04066176934280965
3427,"(2, 4, 8, 12, 17, 21, 35)",0.04066176934280965
3426,"(2, 4, 8, 12, 17, 21, 31)",0.04066176934280965
3425,"(2, 4, 8, 12, 17, 21, 27)",0.04066176934280965
3424,"(2, 4, 8, 12, 17, 21, 25)",0.04066176934280965
3423,"(2, 4, 8, 12, 17, 21, 23)",0.04066176934280965
3422,"(2, 4, 8, 12, 17, 19, 35)",0.04066176934280965
3430,"(2, 4, 8, 12, 17, 23, 31)",0.04066176934280965
3421,"(2, 4, 8, 12, 17, 19, 31)",0.04066176934280965
3419,"(2, 4, 8, 12, 17, 19, 25)",0.04066176934280965
3418,"(2, 4, 8, 12, 17, 19, 23)",0.04066176934280965
3417,"(2, 4, 8, 12, 17, 19, 21)",0.04066176934280965
3381,"(2, 4, 8, 10, 17, 31, 35)",0.04066176934280965
3380,"(2, 4, 8, 10, 17, 27, 35)",0.04066176934280965
3379,"(2, 4, 8, 10, 17, 27, 31)",0.04066176934280965
3378,"(2, 4, 8, 10, 17, 25, 35)",0.04066176934280965
3420,"(2, 4, 8, 12, 17, 19, 27)",0.04066176934280965
3840,"(2, 6, 8, 10, 17, 25, 35)",0.04066176934280965
3218,"(2, 4, 6, 12, 17, 23, 25)",0.04066176934280965
3217,"(2, 4, 6, 12, 17, 21, 35)",0.04066176934280965
538,"(1, 2, 6, 8, 12, 19, 21)",0.04066176934280965
530,"(1, 2, 6, 8, 10, 31, 35)",0.04066176934280965
1414,"(1, 4, 6, 10, 12, 19, 21)",0.04066176934280965
1415,"(1, 4, 6, 10, 12, 19, 23)",0.04066176934280965
1416,"(1, 4, 6, 10, 12, 19, 25)",0.04066176934280965
1417,"(1, 4, 6, 10, 12, 19, 27)",0.04066176934280965
1418,"(1, 4, 6, 10, 12, 19, 31)",0.04066176934280965
1419,"(1, 4, 6, 10, 12, 19, 35)",0.04066176934280965
1420,"(1, 4, 6, 10, 12, 21, 23)",0.04066176934280965
1421,"(1, 4, 6, 10, 12, 21, 25)",0.04066176934280965
539,"(1, 2, 6, 8, 12, 19, 23)",0.04066176934280965
1422,"(1, 4, 6, 10, 12, 21, 27)",0.04066176934280965
1424,"(1, 4, 6, 10, 12, 21, 35)",0.04066176934280965
1425,"(1, 4, 6, 10, 12, 23, 25)",0.04066176934280965
1426,"(1, 4, 6, 10, 12, 23, 27)",0.04066176934280965
1427,"(1, 4, 6, 10, 12, 23, 31)",0.04066176934280965
220,"(1, 2, 4, 8, 12, 23, 27)",0.04066176934280965
219,"(1, 2, 4, 8, 12, 23, 25)",0.04066176934280965
218,"(1, 2, 4, 8, 12, 21, 35)",0.04066176934280965
217,"(1, 2, 4, 8, 12, 21, 31)",0.04066176934280965
216,"(1, 2, 4, 8, 12, 21, 27)",0.04066176934280965
215,"(1, 2, 4, 8, 12, 21, 25)",0.04066176934280965
1423,"(1, 4, 6, 10, 12, 21, 31)",0.04066176934280965
214,"(1, 2, 4, 8, 12, 21, 23)",0.04066176934280965
540,"(1, 2, 6, 8, 12, 19, 25)",0.04066176934280965
542,"(1, 2, 6, 8, 12, 19, 31)",0.04066176934280965
556,"(1, 2, 6, 8, 12, 27, 31)",0.04066176934280965
555,"(1, 2, 6, 8, 12, 25, 35)",0.04066176934280965
554,"(1, 2, 6, 8, 12, 25, 31)",0.04066176934280965
553,"(1, 2, 6, 8, 12, 25, 27)",0.04066176934280965
552,"(1, 2, 6, 8, 12, 23, 35)",0.04066176934280965
228,"(1, 2, 4, 8, 12, 31, 35)",0.04066176934280965
227,"(1, 2, 4, 8, 12, 27, 35)",0.04066176934280965
226,"(1, 2, 4, 8, 12, 27, 31)",0.04066176934280965
225,"(1, 2, 4, 8, 12, 25, 35)",0.04066176934280965
224,"(1, 2, 4, 8, 12, 25, 31)",0.04066176934280965
541,"(1, 2, 6, 8, 12, 19, 27)",0.04066176934280965
223,"(1, 2, 4, 8, 12, 25, 27)",0.04066176934280965
221,"(1, 2, 4, 8, 12, 23, 31)",0.04066176934280965
551,"(1, 2, 6, 8, 12, 23, 31)",0.04066176934280965
550,"(1, 2, 6, 8, 12, 23, 27)",0.04066176934280965
549,"(1, 2, 6, 8, 12, 23, 25)",0.04066176934280965
548,"(1, 2, 6, 8, 12, 21, 35)",0.04066176934280965
547,"(1, 2, 6, 8, 12, 21, 31)",0.04066176934280965
546,"(1, 2, 6, 8, 12, 21, 27)",0.04066176934280965
545,"(1, 2, 6, 8, 12, 21, 25)",0.04066176934280965
544,"(1, 2, 6, 8, 12, 21, 23)",0.04066176934280965
543,"(1, 2, 6, 8, 12, 19, 35)",0.04066176934280965
222,"(1, 2, 4, 8, 12, 23, 35)",0.04066176934280965
213,"(1, 2, 4, 8, 12, 19, 35)",0.04066176934280965
212,"(1, 2, 4, 8, 12, 19, 31)",0.04066176934280965
211,"(1, 2, 4, 8, 12, 19, 27)",0.04066176934280965
183,"(1, 2, 4, 8, 10, 19, 27)",0.04066176934280965
182,"(1, 2, 4, 8, 10, 19, 25)",0.04066176934280965
181,"(1, 2, 4, 8, 10, 19, 23)",0.04066176934280965
180,"(1, 2, 4, 8, 10, 19, 21)",0.04066176934280965
529,"(1, 2, 6, 8, 10, 27, 35)",0.04066176934280965
528,"(1, 2, 6, 8, 10, 27, 31)",0.04066176934280965
527,"(1, 2, 6, 8, 10, 25, 35)",0.04066176934280965
526,"(1, 2, 6, 8, 10, 25, 31)",0.04066176934280965
525,"(1, 2, 6, 8, 10, 25, 27)",0.04066176934280965
524,"(1, 2, 6, 8, 10, 23, 35)",0.04066176934280965
184,"(1, 2, 4, 8, 10, 19, 31)",0.04066176934280965
523,"(1, 2, 6, 8, 10, 23, 31)",0.04066176934280965
521,"(1, 2, 6, 8, 10, 23, 25)",0.04066176934280965
520,"(1, 2, 6, 8, 10, 21, 35)",0.04066176934280965
519,"(1, 2, 6, 8, 10, 21, 31)",0.04066176934280965
518,"(1, 2, 6, 8, 10, 21, 27)",0.04066176934280965
517,"(1, 2, 6, 8, 10, 21, 25)",0.04066176934280965
516,"(1, 2, 6, 8, 10, 21, 23)",0.04066176934280965
515,"(1, 2, 6, 8, 10, 19, 35)",0.04066176934280965
514,"(1, 2, 6, 8, 10, 19, 31)",0.04066176934280965
513,"(1, 2, 6, 8, 10, 19, 27)",0.04066176934280965
512,"(1, 2, 6, 8, 10, 19, 25)",0.04066176934280965
522,"(1, 2, 6, 8, 10, 23, 27)",0.04066176934280965
185,"(1, 2, 4, 8, 10, 19, 35)",0.04066176934280965
186,"(1, 2, 4, 8, 10, 21, 23)",0.04066176934280965
187,"(1, 2, 4, 8, 10, 21, 25)",0.04066176934280965
210,"(1, 2, 4, 8, 12, 19, 25)",0.04066176934280965
209,"(1, 2, 4, 8, 12, 19, 23)",0.04066176934280965
208,"(1, 2, 4, 8, 12, 19, 21)",0.04066176934280965
200,"(1, 2, 4, 8, 10, 31, 35)",0.04066176934280965
199,"(1, 2, 4, 8, 10, 27, 35)",0.04066176934280965
198,"(1, 2, 4, 8, 10, 27, 31)",0.04066176934280965
197,"(1, 2, 4, 8, 10, 25, 35)",0.04066176934280965
196,"(1, 2, 4, 8, 10, 25, 31)",0.04066176934280965
195,"(1, 2, 4, 8, 10, 25, 27)",0.04066176934280965
194,"(1, 2, 4, 8, 10, 23, 35)",0.04066176934280965
193,"(1, 2, 4, 8, 10, 23, 31)",0.04066176934280965
1428,"(1, 4, 6, 10, 12, 23, 35)",0.04066176934280965
1429,"(1, 4, 6, 10, 12, 25, 27)",0.04066176934280965
1430,"(1, 4, 6, 10, 12, 25, 31)",0.04066176934280965
1431,"(1, 4, 6, 10, 12, 25, 35)",0.04066176934280965
1432,"(1, 4, 6, 10, 12, 27, 31)",0.04066176934280965
1433,"(1, 4, 6, 10, 12, 27, 35)",0.04066176934280965
1434,"(1, 4, 6, 10, 12, 31, 35)",0.04066176934280965
192,"(1, 2, 4, 8, 10, 23, 27)",0.04066176934280965
191,"(1, 2, 4, 8, 10, 23, 25)",0.04066176934280965
190,"(1, 2, 4, 8, 10, 21, 35)",0.04066176934280965
189,"(1, 2, 4, 8, 10, 21, 31)",0.04066176934280965
188,"(1, 2, 4, 8, 10, 21, 27)",0.04066176934280965
557,"(1, 2, 6, 8, 12, 27, 35)",0.04066176934280965
558,"(1, 2, 6, 8, 12, 31, 35)",0.04066176934280965
1350,"(1, 4, 6, 8, 12, 31, 35)",0.04066176934280965
1349,"(1, 4, 6, 8, 12, 27, 35)",0.04066176934280965
306,"(1, 2, 4, 10, 12, 23, 35)",0.04066176934280965
305,"(1, 2, 4, 10, 12, 23, 31)",0.04066176934280965
304,"(1, 2, 4, 10, 12, 23, 27)",0.04066176934280965
303,"(1, 2, 4, 10, 12, 23, 25)",0.04066176934280965
302,"(1, 2, 4, 10, 12, 21, 35)",0.04066176934280965
301,"(1, 2, 4, 10, 12, 21, 31)",0.04066176934280965
300,"(1, 2, 4, 10, 12, 21, 27)",0.04066176934280965
299,"(1, 2, 4, 10, 12, 21, 25)",0.04066176934280965
298,"(1, 2, 4, 10, 12, 21, 23)",0.04066176934280965
642,"(1, 2, 6, 10, 12, 31, 35)",0.04066176934280965
307,"(1, 2, 4, 10, 12, 25, 27)",0.04066176934280965
297,"(1, 2, 4, 10, 12, 19, 35)",0.04066176934280965
295,"(1, 2, 4, 10, 12, 19, 27)",0.04066176934280965
294,"(1, 2, 4, 10, 12, 19, 25)",0.04066176934280965
293,"(1, 2, 4, 10, 12, 19, 23)",0.04066176934280965
292,"(1, 2, 4, 10, 12, 19, 21)",0.04066176934280965
641,"(1, 2, 6, 10, 12, 27, 35)",0.04066176934280965
640,"(1, 2, 6, 10, 12, 27, 31)",0.04066176934280965
639,"(1, 2, 6, 10, 12, 25, 35)",0.04066176934280965
638,"(1, 2, 6, 10, 12, 25, 31)",0.04066176934280965
637,"(1, 2, 6, 10, 12, 25, 27)",0.04066176934280965
636,"(1, 2, 6, 10, 12, 23, 35)",0.04066176934280965
296,"(1, 2, 4, 10, 12, 19, 31)",0.04066176934280965
308,"(1, 2, 4, 10, 12, 25, 31)",0.04066176934280965
309,"(1, 2, 4, 10, 12, 25, 35)",0.04066176934280965
310,"(1, 2, 4, 10, 12, 27, 31)",0.04066176934280965
832,"(1, 2, 8, 10, 12, 19, 21)",0.04066176934280965
833,"(1, 2, 8, 10, 12, 19, 23)",0.04066176934280965
834,"(1, 2, 8, 10, 12, 19, 25)",0.04066176934280965
835,"(1, 2, 8, 10, 12, 19, 27)",0.04066176934280965
836,"(1, 2, 8, 10, 12, 19, 31)",0.04066176934280965
837,"(1, 2, 8, 10, 12, 19, 35)",0.04066176934280965
838,"(1, 2, 8, 10, 12, 21, 23)",0.04066176934280965
839,"(1, 2, 8, 10, 12, 21, 25)",0.04066176934280965
840,"(1, 2, 8, 10, 12, 21, 27)",0.04066176934280965
841,"(1, 2, 8, 10, 12, 21, 31)",0.04066176934280965
842,"(1, 2, 8, 10, 12, 21, 35)",0.04066176934280965
843,"(1, 2, 8, 10, 12, 23, 25)",0.04066176934280965
844,"(1, 2, 8, 10, 12, 23, 27)",0.04066176934280965
845,"(1, 2, 8, 10, 12, 23, 31)",0.04066176934280965
846,"(1, 2, 8, 10, 12, 23, 35)",0.04066176934280965
847,"(1, 2, 8, 10, 12, 25, 27)",0.04066176934280965
848,"(1, 2, 8, 10, 12, 25, 31)",0.04066176934280965
849,"(1, 2, 8, 10, 12, 25, 35)",0.04066176934280965
850,"(1, 2, 8, 10, 12, 27, 31)",0.04066176934280965
851,"(1, 2, 8, 10, 12, 27, 35)",0.04066176934280965
852,"(1, 2, 8, 10, 12, 31, 35)",0.04066176934280965
312,"(1, 2, 4, 10, 12, 31, 35)",0.04066176934280965
311,"(1, 2, 4, 10, 12, 27, 35)",0.04066176934280965
635,"(1, 2, 6, 10, 12, 23, 31)",0.04066176934280965
511,"(1, 2, 6, 8, 10, 19, 23)",0.04066176934280965
634,"(1, 2, 6, 10, 12, 23, 27)",0.04066176934280965
632,"(1, 2, 6, 10, 12, 21, 35)",0.04066176934280965
1320,"(1, 4, 6, 8, 10, 27, 31)",0.04066176934280965
1321,"(1, 4, 6, 8, 10, 27, 35)",0.04066176934280965
1322,"(1, 4, 6, 8, 10, 31, 35)",0.04066176934280965
1330,"(1, 4, 6, 8, 12, 19, 21)",0.04066176934280965
1331,"(1, 4, 6, 8, 12, 19, 23)",0.04066176934280965
1332,"(1, 4, 6, 8, 12, 19, 25)",0.04066176934280965
1333,"(1, 4, 6, 8, 12, 19, 27)",0.04066176934280965
1334,"(1, 4, 6, 8, 12, 19, 31)",0.04066176934280965
1335,"(1, 4, 6, 8, 12, 19, 35)",0.04066176934280965
1336,"(1, 4, 6, 8, 12, 21, 23)",0.04066176934280965
1319,"(1, 4, 6, 8, 10, 25, 35)",0.04066176934280965
1337,"(1, 4, 6, 8, 12, 21, 25)",0.04066176934280965
1339,"(1, 4, 6, 8, 12, 21, 31)",0.04066176934280965
1340,"(1, 4, 6, 8, 12, 21, 35)",0.04066176934280965
1341,"(1, 4, 6, 8, 12, 23, 25)",0.04066176934280965
1342,"(1, 4, 6, 8, 12, 23, 27)",0.04066176934280965
1343,"(1, 4, 6, 8, 12, 23, 31)",0.04066176934280965
1344,"(1, 4, 6, 8, 12, 23, 35)",0.04066176934280965
1345,"(1, 4, 6, 8, 12, 25, 27)",0.04066176934280965
1346,"(1, 4, 6, 8, 12, 25, 31)",0.04066176934280965
1347,"(1, 4, 6, 8, 12, 25, 35)",0.04066176934280965
1348,"(1, 4, 6, 8, 12, 27, 31)",0.04066176934280965
1338,"(1, 4, 6, 8, 12, 21, 27)",0.04066176934280965
1318,"(1, 4, 6, 8, 10, 25, 31)",0.04066176934280965
1317,"(1, 4, 6, 8, 10, 25, 27)",0.04066176934280965
1316,"(1, 4, 6, 8, 10, 23, 35)",0.04066176934280965
631,"(1, 2, 6, 10, 12, 21, 31)",0.04066176934280965
630,"(1, 2, 6, 10, 12, 21, 27)",0.04066176934280965
629,"(1, 2, 6, 10, 12, 21, 25)",0.04066176934280965
628,"(1, 2, 6, 10, 12, 21, 23)",0.04066176934280965
627,"(1, 2, 6, 10, 12, 19, 35)",0.04066176934280965
626,"(1, 2, 6, 10, 12, 19, 31)",0.04066176934280965
625,"(1, 2, 6, 10, 12, 19, 27)",0.04066176934280965
624,"(1, 2, 6, 10, 12, 19, 25)",0.04066176934280965
623,"(1, 2, 6, 10, 12, 19, 23)",0.04066176934280965
622,"(1, 2, 6, 10, 12, 19, 21)",0.04066176934280965
1302,"(1, 4, 6, 8, 10, 19, 21)",0.04066176934280965
1303,"(1, 4, 6, 8, 10, 19, 23)",0.04066176934280965
1304,"(1, 4, 6, 8, 10, 19, 25)",0.04066176934280965
1305,"(1, 4, 6, 8, 10, 19, 27)",0.04066176934280965
1306,"(1, 4, 6, 8, 10, 19, 31)",0.04066176934280965
1307,"(1, 4, 6, 8, 10, 19, 35)",0.04066176934280965
1308,"(1, 4, 6, 8, 10, 21, 23)",0.04066176934280965
1309,"(1, 4, 6, 8, 10, 21, 25)",0.04066176934280965
1310,"(1, 4, 6, 8, 10, 21, 27)",0.04066176934280965
1311,"(1, 4, 6, 8, 10, 21, 31)",0.04066176934280965
1312,"(1, 4, 6, 8, 10, 21, 35)",0.04066176934280965
1313,"(1, 4, 6, 8, 10, 23, 25)",0.04066176934280965
1314,"(1, 4, 6, 8, 10, 23, 27)",0.04066176934280965
633,"(1, 2, 6, 10, 12, 23, 25)",0.04066176934280965
510,"(1, 2, 6, 8, 10, 19, 21)",0.04066176934280965
1315,"(1, 4, 6, 8, 10, 23, 31)",0.04066176934280965
72,"(1, 2, 4, 6, 10, 23, 27)",0.04066176934280965
34,"(1, 2, 4, 6, 8, 21, 35)",0.04066176934280965
35,"(1, 2, 4, 6, 8, 23, 25)",0.04066176934280965
36,"(1, 2, 4, 6, 8, 23, 27)",0.04066176934280965
37,"(1, 2, 4, 6, 8, 23, 31)",0.04066176934280965
38,"(1, 2, 4, 6, 8, 23, 35)",0.04066176934280965
89,"(1, 2, 4, 6, 12, 19, 23)",0.04066176934280965
39,"(1, 2, 4, 6, 8, 25, 27)",0.04066176934280965
40,"(1, 2, 4, 6, 8, 25, 31)",0.04066176934280965
41,"(1, 2, 4, 6, 8, 25, 35)",0.04066176934280965
42,"(1, 2, 4, 6, 8, 27, 31)",0.04066176934280965
43,"(1, 2, 4, 6, 8, 27, 35)",0.04066176934280965
75,"(1, 2, 4, 6, 10, 25, 27)",0.04066176934280965
60,"(1, 2, 4, 6, 10, 19, 21)",0.04066176934280965
61,"(1, 2, 4, 6, 10, 19, 23)",0.04066176934280965
62,"(1, 2, 4, 6, 10, 19, 25)",0.04066176934280965
33,"(1, 2, 4, 6, 8, 21, 31)",0.04066176934280965
63,"(1, 2, 4, 6, 10, 19, 27)",0.04066176934280965
32,"(1, 2, 4, 6, 8, 21, 27)",0.04066176934280965
30,"(1, 2, 4, 6, 8, 21, 23)",0.04066176934280965
74,"(1, 2, 4, 6, 10, 23, 35)",0.04066176934280965
73,"(1, 2, 4, 6, 10, 23, 31)",0.04066176934280965
77,"(1, 2, 4, 6, 10, 25, 35)",0.04066176934280965
78,"(1, 2, 4, 6, 10, 27, 31)",0.04066176934280965
108,"(1, 2, 4, 6, 12, 31, 35)",0.04066176934280965
107,"(1, 2, 4, 6, 12, 27, 35)",0.04066176934280965
106,"(1, 2, 4, 6, 12, 27, 31)",0.04066176934280965
105,"(1, 2, 4, 6, 12, 25, 35)",0.04066176934280965
104,"(1, 2, 4, 6, 12, 25, 31)",0.04066176934280965
103,"(1, 2, 4, 6, 12, 25, 27)",0.04066176934280965
79,"(1, 2, 4, 6, 10, 27, 35)",0.04066176934280965
80,"(1, 2, 4, 6, 10, 31, 35)",0.04066176934280965
88,"(1, 2, 4, 6, 12, 19, 21)",0.04066176934280965
102,"(1, 2, 4, 6, 12, 23, 35)",0.04066176934280965
29,"(1, 2, 4, 6, 8, 19, 35)",0.04066176934280965
31,"(1, 2, 4, 6, 8, 21, 25)",0.04066176934280965
64,"(1, 2, 4, 6, 10, 19, 31)",0.04066176934280965
44,"(1, 2, 4, 6, 8, 31, 35)",0.04066176934280965
66,"(1, 2, 4, 6, 10, 21, 23)",0.04066176934280965
24,"(1, 2, 4, 6, 8, 19, 21)",0.04066176934280965
25,"(1, 2, 4, 6, 8, 19, 23)",0.04066176934280965
26,"(1, 2, 4, 6, 8, 19, 25)",0.04066176934280965
65,"(1, 2, 4, 6, 10, 19, 35)",0.04066176934280965
28,"(1, 2, 4, 6, 8, 19, 31)",0.04066176934280965
101,"(1, 2, 4, 6, 12, 23, 31)",0.04066176934280965
100,"(1, 2, 4, 6, 12, 23, 27)",0.04066176934280965
99,"(1, 2, 4, 6, 12, 23, 25)",0.04066176934280965
98,"(1, 2, 4, 6, 12, 21, 35)",0.04066176934280965
97,"(1, 2, 4, 6, 12, 21, 31)",0.04066176934280965
96,"(1, 2, 4, 6, 12, 21, 27)",0.04066176934280965
27,"(1, 2, 4, 6, 8, 19, 27)",0.04066176934280965
71,"(1, 2, 4, 6, 10, 23, 25)",0.04066176934280965
67,"(1, 2, 4, 6, 10, 21, 25)",0.04066176934280965
90,"(1, 2, 4, 6, 12, 19, 25)",0.04066176934280965
95,"(1, 2, 4, 6, 12, 21, 25)",0.04066176934280965
91,"(1, 2, 4, 6, 12, 19, 27)",0.04066176934280965
92,"(1, 2, 4, 6, 12, 19, 31)",0.04066176934280965
93,"(1, 2, 4, 6, 12, 19, 35)",0.04066176934280965
76,"(1, 2, 4, 6, 10, 25, 31)",0.04066176934280965
94,"(1, 2, 4, 6, 12, 21, 23)",0.04066176934280965
68,"(1, 2, 4, 6, 10, 21, 27)",0.04066176934280965
69,"(1, 2, 4, 6, 10, 21, 31)",0.04066176934280965
70,"(1, 2, 4, 6, 10, 21, 35)",0.04066176934280965
2124,"(1, 6, 8, 10, 17, 25, 35)",0.04356618143872462
236,"(1, 2, 4, 8, 17, 21, 25)",0.04356618143872462
235,"(1, 2, 4, 8, 17, 21, 23)",0.04356618143872462
234,"(1, 2, 4, 8, 17, 19, 35)",0.04356618143872462
233,"(1, 2, 4, 8, 17, 19, 31)",0.04356618143872462
2111,"(1, 6, 8, 10, 17, 19, 31)",0.04356618143872462
2112,"(1, 6, 8, 10, 17, 19, 35)",0.04356618143872462
2113,"(1, 6, 8, 10, 17, 21, 23)",0.04356618143872462
2114,"(1, 6, 8, 10, 17, 21, 25)",0.04356618143872462
2115,"(1, 6, 8, 10, 17, 21, 27)",0.04356618143872462
2126,"(1, 6, 8, 10, 17, 27, 35)",0.04356618143872462
2127,"(1, 6, 8, 10, 17, 31, 35)",0.04356618143872462
2123,"(1, 6, 8, 10, 17, 25, 31)",0.04356618143872462
2125,"(1, 6, 8, 10, 17, 27, 31)",0.04356618143872462
2117,"(1, 6, 8, 10, 17, 21, 35)",0.04356618143872462
2118,"(1, 6, 8, 10, 17, 23, 25)",0.04356618143872462
2119,"(1, 6, 8, 10, 17, 23, 27)",0.04356618143872462
2120,"(1, 6, 8, 10, 17, 23, 31)",0.04356618143872462
2121,"(1, 6, 8, 10, 17, 23, 35)",0.04356618143872462
2122,"(1, 6, 8, 10, 17, 25, 27)",0.04356618143872462
232,"(1, 2, 4, 8, 17, 19, 27)",0.04356618143872462
2116,"(1, 6, 8, 10, 17, 21, 31)",0.04356618143872462
1438,"(1, 4, 6, 10, 17, 19, 27)",0.04356618143872462
2110,"(1, 6, 8, 10, 17, 19, 27)",0.04356618143872462
2294,"(1, 6, 10, 12, 17, 19, 35)",0.04356618143872462
2293,"(1, 6, 10, 12, 17, 19, 31)",0.04356618143872462
579,"(1, 2, 6, 8, 17, 31, 35)",0.04356618143872462
122,"(1, 2, 4, 6, 17, 23, 31)",0.04356618143872462
121,"(1, 2, 4, 6, 17, 23, 27)",0.04356618143872462
120,"(1, 2, 4, 6, 17, 23, 25)",0.04356618143872462
119,"(1, 2, 4, 6, 17, 21, 35)",0.04356618143872462
118,"(1, 2, 4, 6, 17, 21, 31)",0.04356618143872462
117,"(1, 2, 4, 6, 17, 21, 27)",0.04356618143872462
116,"(1, 2, 4, 6, 17, 21, 25)",0.04356618143872462
115,"(1, 2, 4, 6, 17, 21, 23)",0.04356618143872462
114,"(1, 2, 4, 6, 17, 19, 35)",0.04356618143872462
1721,"(1, 4, 8, 12, 17, 31, 35)",0.04356618143872462
1720,"(1, 4, 8, 12, 17, 27, 35)",0.04356618143872462
1719,"(1, 4, 8, 12, 17, 27, 31)",0.04356618143872462
2295,"(1, 6, 10, 12, 17, 21, 23)",0.04356618143872462
1718,"(1, 4, 8, 12, 17, 25, 35)",0.04356618143872462
2296,"(1, 6, 10, 12, 17, 21, 25)",0.04356618143872462
2298,"(1, 6, 10, 12, 17, 21, 31)",0.04356618143872462
1496,"(1, 4, 6, 12, 17, 19, 35)",0.04356618143872462
1495,"(1, 4, 6, 12, 17, 19, 31)",0.04356618143872462
